sk_waktu,hari,kuartal,bulan,year,tanggal
20211117,17,Q4,11,2021,2021-11-17
20211118,18,Q4,11,2021,2021-11-18
20211119,19,Q4,11,2021,2021-11-19
20211120,20,Q4,11,2021,2021-11-20
20211121,21,Q4,11,2021,2021-11-21
20211122,22,Q4,11,2021,2021-11-22
20211123,23,Q4,11,2021,2021-11-23
20211124,24,Q4,11,2021,2021-11-24
20211125,25,Q4,11,2021,2021-11-25
20211126,26,Q4,11,2021,2021-11-26
20211127,27,Q4,11,2021,2021-11-27
20211128,28,Q4,11,2021,2021-11-28
20211129,29,Q4,11,2021,2021-11-29
20211130,30,Q4,11,2021,2021-11-30
20211201,1,Q4,12,2021,2021-12-01
20211202,2,Q4,12,2021,2021-12-02
20211203,3,Q4,12,2021,2021-12-03
20211204,4,Q4,12,2021,2021-12-04
20211205,5,Q4,12,2021,2021-12-05
20211206,6,Q4,12,2021,2021-12-06
20211207,7,Q4,12,2021,2021-12-07
20211208,8,Q4,12,2021,2021-12-08
20211209,9,Q4,12,2021,2021-12-09
20211210,10,Q4,12,2021,2021-12-10
20211211,11,Q4,12,2021,2021-12-11
20211212,12,Q4,12,2021,2021-12-12
20211213,13,Q4,12,2021,2021-12-13
20211214,14,Q4,12,2021,2021-12-14
20211215,15,Q4,12,2021,2021-12-15
20211216,16,Q4,12,2021,2021-12-16
20211217,17,Q4,12,2021,2021-12-17
20211218,18,Q4,12,2021,2021-12-18
20211219,19,Q4,12,2021,2021-12-19
20211220,20,Q4,12,2021,2021-12-20
20211221,21,Q4,12,2021,2021-12-21
20211222,22,Q4,12,2021,2021-12-22
20211223,23,Q4,12,2021,2021-12-23
20211224,24,Q4,12,2021,2021-12-24
20211225,25,Q4,12,2021,2021-12-25
20211226,26,Q4,12,2021,2021-12-26
20211227,27,Q4,12,2021,2021-12-27
20211228,28,Q4,12,2021,2021-12-28
20211229,29,Q4,12,2021,2021-12-29
20211230,30,Q4,12,2021,2021-12-30
20211231,31,Q4,12,2021,2021-12-31
